smiles,logS
Brc1ccc2[nH]c3ccccc3c2c1,-2.043054426552082
Nc1nc(-c2ccc(Cl)cc2)cs1,-1.6943919351923848
O=C(c1ccc(O)cc1)c1ccc(Cl)cc1,-1.6446222414857654
O=C(c1ccc(Br)cc1)c1ccc(Br)cc1,-2.2156173896220572
Brc1ccc2sc3ccc(Br)cc3c2c1,-2.6505853076606476
Oc1c(I)cc(Cl)c2cccnc12,-1.5692226878981592
Fc1ccccc1-c1ccccc1,-1.8143091679405075
O=c1c2ccccc2sc2ccc(C(F)(F)F)cc12,-2.386997568094904
Oc1ccc(Br)c2cccnc12,-1.3881287491351524
O=S(=O)(O)c1cc(I)c(O)c2ncccc12,-1.1710701580175413
COC(=O)c1c[nH]c2ccc(Br)cc12,-1.5454759048922322
O=C(O)c1cccc2cccc(Br)c12,-1.6341779802060779
O=C(O)c1ccccc1C(=O)c1ccc(F)cc1,-1.7753944574403082
Fc1c(F)c(F)c(-c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,-2.4212813867170073
Oc1c(Cl)cc(Cl)c2cccnc12,-1.6543618126776805
O=C(Nc1ccccc1-c1ccc(Cl)cc1)c1cccnc1Cl,-2.776874392580066
O=C(O)C(F)(F)c1ccccc1,-1.0782508502030275
NC1CC1,-0.3161329405705521
CCCCCC=O,-1.00790910852019
O=C1CNCCN1,0.26642206321361345
NC(CO)C(=O)O,0.3811731144660273
Cc1ccc(N)cc1,-0.9050890800804446
OCc1cccnc1,-0.45024338415603765
C#CC[Si](C)(C)C,-0.9929240975740823
C=CC[Si](C)(C)C,-1.3423972518875886
CC1CNCC(C)O1,-0.5717409004850609
O=C(O)C1CCCN1,-0.026483004897836202
CC(N)c1ccccc1,-1.181878818299758
CC(=O)c1ccncc1,-0.7769502928076595
CN(C)C(=O)CCl,-0.4424140331207201
CC(=O)c1ccccn1,-0.8140930550457048
CN(C)c1ccccc1,-1.17054208320326
CN(C)c1ccncc1,-0.7363679998353861
CSc1ccccc1,-1.3522562360842003
CC(C)N=C=NC(C)C,-0.9817571784631473
Cc1cc(C(=O)O)no1,-0.7531264777069465
CCN(C(C)C)C(C)C,-1.322777284982265
CC(C)Cc1ccccc1,-1.6669889116435819
CC(=O)c1ccc(N)cc1,-0.9425011811177366
CCOc1ccc(O)cc1,-1.0313088454835986
COC(=O)C1CCCCC1,-1.0487555827392159
O=C(Cl)C1CCCCC1,-1.3178418588722596
C1CCC2=NCCCN2CC1,-0.9219884350761348
O=C(O)Cc1ccc(O)cc1,-0.6882192008107774
CC(=O)OC(C)c1ccccc1,-1.3254564510519482
CCOC(=O)c1ccc(N)cc1,-0.7770839084985672
O=C(CO)OCc1ccccc1,-0.5741711591364835
CN(C)C(=O)CBr,-0.6586658139837075
O=C1C=C(c2ccccc2)CCC1,-1.6062725834511253
CCOC(=O)c1ccc(C#N)cc1,-1.1123187471974778
CCOc1ccc(C(=O)OC)cc1,-1.1414611963858696
O=C(Cl)CCCBr,-1.161035704329968
Cc1ccc(Oc2ccc(C)cc2)cc1,-2.143350425434525
c1ccc(COCc2ccccc2)cc1,-1.9287158902249795
CC(=O)c1ccc(Br)cc1,-1.4614905103367661
CC(C)OC(=O)N=NC(=O)OC(C)C,-1.6808145668279577
CC(=O)NC(Cc1ccccc1)C(=O)O,-0.5592881418461111
CC(NCc1ccccc1)c1ccccc1,-1.7061549061842383
CC1(C)COB(c2ccc(C#N)cc2)OC1,-1.151251145673415
O=C(CBr)OCc1ccccc1,-1.0706861607164737
COC(=O)c1cccc(Br)c1C,-1.6077857686115293
COC(=O)Cc1ccccc1Br,-1.2168019362784124
CCN(CC)CC(=O)Nc1c(C)cccc1C,-1.4914003282182966
CN(C)C(=O)COC(=O)Cc1ccc(O)cc1,-0.2794840242679836
CCOC(C(=O)c1ccccc1)c1ccccc1,-2.0997444365315774
O=c1[nH]cnc2c1ncn2C1OC(CO)C(O)C1O,0.6510583725844272
Clc1nc(NCc2ccccc2)c2ccccc2n1,-2.0859254373450122
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(N)C2SC1,-0.16236609452233633
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)O,-0.9025859594596377
CC(C)NCC(O)COc1cccc2ccccc12.Cl,-1.3636271818548136
Cc1c(C(=O)O)cccc1-c1ccc(OC(F)(F)F)cc1,-2.185649970810268
C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,-1.7044801142622314
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,-1.0833613444933863
Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,-1.0392590545267095
O=C(ON1C(=O)CCC1=O)C1CCC(=O)N1C(=O)OCc1ccccc1,-0.8479448823737512
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O.Cl.Cl.O.O,-2.2121323439470078
O=N[O-].[Na+],0.7231563857651219
N#Cc1ccccc1,-1.094177998009255
O=C1C=CC(=O)C=C1,-0.2580967475357859
Oc1ccc(O)cc1,-0.7978060185315804
Nc1ccc(F)cc1,-0.723637525047827
Nc1ccc(F)nc1,-0.5098207555199595
CC(C)(C)[O-].[K+],0.6269694937073359
Fc1ccnc(F)c1,-0.8040063482229901
ON=Cc1ccccc1,-0.8541253094372011
[Na+].[O-][Cl+3]([O-])([O-])[O-],3.016348750293179
O=C(O)c1cccnc1,-0.8253136401572576
COc1ccc(N)cc1,-0.9227936786846539
NC(=O)c1[nH]cnc1N,0.026612368777360295
Nc1ccc(Cl)cc1,-1.1274747220931134
Nc1ccccc1Cl,-1.1490727465543966
Nc1n[nH]c(C(=O)O)n1,0.16793924092721485
Nc1ccc(Cl)nc1,-0.8515469280288759
[O-][n+]1ccc(Cl)cc1,-1.0835186101699632
CC(C)(C)[Si](C)(C)O,-1.4355576727783512
O=[N+]([O-])c1ccc(F)nc1,-0.5891932204238719
Oc1cccc2ccccc12,-1.3290964014463202
Clc1ccnc(Cl)n1,-1.0353601961382812
CC(C)(C)[Si](C)(C)Cl,-1.8967202104717937
COc1ccc(C(=O)O)cc1,-0.975699804970917
Clc1ncnc2nc[nH]c12,-0.7586856974119895
O=[N+]([O-])c1ccc(Cl)nc1,-0.9491232243280506
COC(=O)c1sccc1O,-0.868873852651385
Nc1cccc(C(F)(F)F)c1,-1.4623698704248225
Nc1ccccc1C(F)(F)F,-1.3962191432105435
Nc1ccc(C(F)(F)F)cc1,-1.47711284251702
Nc1c(Cl)cccc1Cl,-1.1869544775923362
O=C(n1ccnc1)n1ccnc1,-0.5902695738801291
CC(C)(C)c1ccc(C=O)cc1,-1.4351149621717558
Nc1nc(Cl)c2[nH]cnc2n1,-0.7759704462002008
Nc1ccc(Br)cc1,-1.0738379002099585
Nc1ccc(Br)nc1,-0.963013928583947
O=C(c1ccccc1)C(F)(F)F,-1.4547136955233948
N=C(c1ccccc1)c1ccccc1,-1.6198558438713417
N#Cc1ccc(Br)cc1,-1.259726286818352
O=C(c1ccccc1)c1ccncc1,-1.1407596825167268
Clc1nc(Cl)c2[nH]cnc2n1,-0.9193609605619505
CN(CC(=O)O)C(=O)OC(C)(C)C,-0.9392323420353944
Clc1nc(Cl)c2ccccc2n1,-1.6920213932383938
O=[N+]([O-])c1ccc(Br)nc1,-1.27776068326144
N#Cc1ccc(C(=O)c2ccccc2)cc1,-1.525429376730298
O=C(C(=O)c1ccccc1)c1ccccc1,-1.3641573545908225
Cl.NC(N)=Nc1ccc(C(=O)O)cc1,-0.40465097934523075
COc1ccnc(-c2cc(OC)ccn2)c1,-1.3480731715589471
CC1(C)OB(c2ccc(N)cc2)OC1(C)C,-0.950980495272854
NC1=NC(=O)C(=Cc2ccc(O)cc2)S1,-1.0899553862807168
FC(F)(F)c1ccc(Br)cc1,-1.908384809171802
CC1(C)OB(c2ccc(C#N)cc2)OC1(C)C,-1.194094661590632
Fc1c(F)c(F)c(C(F)(F)F)c(F)c1F,-1.8913499183493192
COc1ccnc2c1ccc1c(OC)ccnc12,-1.6801537924227758
O=C([O-])[O-].[Cs+].[Cs+],3.340853980637009
Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,-2.8502588158457716
CN(C)C(n1n[n+]([O-])c2ncccc21)=[N+](C)C.F[P-](F)(F)(F)(F)F,-1.389656966351524
C=C1c2cccc(O)c2C(O)=C2C(=O)C3(O)C(O)=C(C(N)=O)C(=O)C(N(C)C)C3C(O)C12.Cl,-0.23527220517875896
O=C(NC1CCCC1)c1ccccc1,-1.3814522707575354
O=C(c1ccccc1)N(C1CCCCC1)C1CCCCC1,-2.4103807667343897
O=S(=O)(c1ccc(C(F)(F)F)cc1)C12CCC1C2,-1.760525336534816
O=C(OC1CCC1)c1ccc(C(F)(F)F)cc1,-1.7049144751743421
C=C(C)C1CCC2=CC(=O)CC(C)C2(C)C1,-2.3159923599678622
C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,-1.9594823516119009
CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,-1.8879901817926006
CC(C)c1ccc2c(c1)CCC1C(C)(CN)CCCC21C,-2.423348188396035
CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,-1.8388656811033421
CC1=C2C3OC(=O)C(C)C3CCC2(C)C=CC1=O,-1.3489883153698767
C=C1C(=O)OC2CC3(C)CCCC(=C)C3CC12,-1.7981712540220107
Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,-1.677887554851667
COc1ccc2cc(CCC(C)=O)ccc2c1,-1.8832274014942239
CC1COC2=C1C(=O)C(=O)c1c2ccc2c1CCCC2(C)C,-1.8701255718570011
Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C,-1.8707040832901314
O=C1C(=O)c2ccccc2C(O)=C1C1CCC(c2ccc(Cl)cc2)CC1,-2.539649352208836
CC(C)(C)C1CCC(CC2=C(O)c3ccccc3C(=O)C2=O)CC1,-2.351423676411482
CC(=O)c1cc2c(cc1C)C(C)(C)C(C)CC2(C)C,-2.12140645992146
CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,-2.43546897854076
CCC1(c2cnc[nH]2)Cc2ccccc2C1,-1.4738105283387448
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,-1.4797628338451703
c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61,-3.304890610358728
c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,-2.803452432241974
O=C1c2ccccc2C(=O)c2c(O)ccc(O)c21,-1.2118856926916404
Nc1ccc(N)c2c1C(=O)c1ccccc1C2=O,-1.2238567488055538
c1ccc2c(c1)ccc1c3ccccc3ccc21,-2.4283418194289763
O=C1c2ccccc2C(=O)c2c(O)c(O)cc(O)c21,-1.2592831338373145
O=C(c1ccccc1)c1ccc2ccccc2c1,-2.2115661113797973
Nc1c(Cl)c(Cl)c(N)c2c1C(=O)c1ccccc1C2=O,-1.4436367505091254
Nc1ccc2cc3ccccc3cc2c1,-1.9740714507063515
C#Cc1ccc2ccc3cccc4ccc1c2c34,-2.300862824466839
O=C1c2cc3ccccc3cc2C(=O)c2cc3ccccc3cc21,-2.444604069419021
Oc1cc2ccccc2c2ccccc12,-1.7830451907521898
Nc1nc(-c2ccc3ccccc3c2)cs1,-1.769226679642902
O=C1c2ccccc2C(=O)c2cc3ccccc3cc21,-1.9482058521878127
OB(O)c1cccc(-c2ccc3ccccc3c2)c1,-1.3563890717518527
c1ccc2cc(-c3cc4ccccc4[nH]3)ccc2c1,-2.3549365156580895
c1ccc2cc3c(cc2c1)-c1cccc2cccc-3c12,-2.5870877524829914
O=C1c2ccccc2-c2n[nH]c3cccc1c23,-1.4839208682655334
O=C(O)c1ccc2ccc3cccc4ccc1c2c34,-1.9497906691133349
c1ccc2c(c1)ccc1c3ccccc3[nH]c21,-2.1717471391577288
Nc1cccc2cc3ccccc3cc12,-1.8787900629996146
O=C1C=CC(=O)c2cc3ccccc3cc21,-1.4298289847447385
CC(C)(C)c1ccc2cc3ccccc3cc2c1,-2.537593915313568
O=C(O)c1cc(-c2ccc3ccccc3c2)n[nH]1,-1.734611478486302
CC(C)(C)c1ccc2ccc(C(C)(C)C)cc2c1,-2.858321380786967
CC(C)(C)c1ccc2cc(C(C)(C)C)ccc2c1,-2.4544839527786038
O=C1c2ccccc2-c2cc3ccccc3cc21,-2.1713165851866614
Oc1ccc2c(ccc3ccccc32)c1,-1.866116379491319
CC1(C)OB(c2ccc(-c3ccc4ccccc4c3)cc2)OC1(C)C,-2.521317082920135
Oc1ccc(O)c2c(O)c3ccccc3c(O)c12,-1.649476311567819
Nc1cc2c(cc1O)C(=O)c1ccccc1C2=O,-0.9800328194417189
Nc1ccc2ccc3c(N)ccc4ccc1c2c43,-1.9655680429156552
Nc1c(N)c2ccccc2c2ccccc12,-1.8175074840043777
O=C(c1ccc2ccccc2c1)C(F)(F)F,-1.9835023005909422
Nc1c(Br)cc(O)c2c1C(=O)c1ccccc1C2=O,-1.4795306819567762
OB(O)c1ccc(-c2ccc3ccc4cccc5ccc2c3c45)cc1,-2.038020378076013
Brc1c2ccccc2cc2c1ccc1ccccc12,-2.9015615311480847
C=CC(=O)c1ccc2ccccc2c1,-1.7036981898307448
CC(C)(N)c1ccc2ccccc2c1,-1.7214615652533487
CNc1ccc(Br)c2c1C(=O)c1ccccc1C2=O,-1.6657363747204803
C=CC(=O)c1ccc2cc(N(C)C)ccc2c1,-1.7479465881807446
COc1ccc2c(c[n+](C)c3c4cc5c(cc4ccc23)OCO5)c1OC,-1.790184032532908
COC(=O)c1cccc2cc3cccc(C(=O)OC)c3cc12,-1.775664370012506
