smiles,logS
CCc1ccc(C(C)=O)cc1,-1.271549320237391
CCc1cccc(C(=O)OC)c1,-0.9814745439690329
CCc1ccc(-c2ccccc2)c(F)c1,-1.9196311362016385
CCc1ccc2nc(-c3ccccc3)sc2c1,-2.4704646781518598
CCc1ccc2nc(-c3ccccc3)oc2c1,-2.1350566788540535
CCc1ccc2c(c1)oc1ccccc12,-2.2725740008262485
COc1ccc(CC(=O)c2ccc(OC)cc2)cc1,-1.5670710154469216
COc1ccc(CC#N)cc1,-0.8649003498943831
COC(=O)CCc1ccc(Cl)cc1,-1.3801364591663579
O=S(=O)(OCCCc1ccccc1)c1ccccc1,-1.7667780644052495
C=CCCc1ccc(OC)cc1,-1.7852981947702915
COc1ccc(CCCO)cc1,-0.8457323249352546
COC(=O)C(C)(C)Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1,-1.9527796662883796
CCc1ccc(C2CCCCC2)cc1,-2.359888815239688
CCc1ccc(CCl)cc1,-1.7982253401956736
CCc1ccc2c(c1)Cc1ccccc1-2,-1.9878441399001532
Cc1ccc(Br)cc1Cc1ccc(-c2ccc(F)cc2)s1,-2.9574425999467135
CC(=O)c1ccc(CCc2ccccc2)cc1,-1.833575303769935
c1ccc(CCCc2ccccn2)cc1,-1.8471471645519586
CC(C)(C)c1ccc(CCc2ccccc2)cc1,-2.332609253742358
Cc1cc(C)c2nc(C3CCCCC3)n(Cc3ccccc3)c2c1,-2.8366647630686055
Cc1cc2nc(-c3ccccc3)sc2c(C)c1C,-2.4758776540869727
Cc1cc2nc(-c3ccccc3)oc2cc1C,-2.0447105596065334
Cc1cc(C)c2c(c1)C(C)(CC(F)(F)F)C(=O)N2C,-1.7630824691220612
COC(=O)C1(C(=O)OC)CC(=O)N(C)c2c(C)cc(C)cc21,-0.9162635368587984
COC(=O)C1(C)CCCC2(C)c3ccc(C(C)C)cc3CCC12,-2.4630887102895467
COC(=O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-1.4456764001350781
CCCCCCc1ccccc1,-1.9116056095014355
COc1ccc(CCCOC(=O)C(NC(=O)OC(C)(C)C)C(C)C)cc1,-1.6923627430704906
CCc1ccc(CCNC(=O)C2CC(F)(F)C2)cc1,-1.5670344751641831
CCc1ccc(COC(=O)c2ccccc2)cc1,-1.7769072340205991
COc1ccc(CCC(=O)OCCCc2ccccc2)cc1,-2.0816472615643966
CC(C)c1ccc(CCc2ccccc2)cc1,-2.249979167936823
Nc1c(Oc2ccccc2)cc(O)c2c1C(=O)c1ccccc1C2=O,-1.8389362602158328
COc1cc(N)c2c(c1N)C(=O)c1ccccc1C2=O,-0.9097099424028149
c1ccc2cc(-c3ccc4ccccc4c3)ccc2c1,-2.9769385896234266
O=c1c2ccccc2c2ccc3sc4ccccc4c4ccc1c2c34,-3.047834516599243
N#Cc1c(N)c2c(c(N)c1C#N)C(=O)c1ccccc1C2=O,-0.933667170715323
O=C(O)C(=O)c1ccc2ccccc2c1,-1.3131274619692679
Oc1cccc2cc3cccc(O)c3c(O)c12,-1.7749870185045353
C#Cc1cc(C#C)c2ccc3c(C#C)cc(C#C)c4ccc1c2c43,-2.467391216844888
O=C(O)c1c[nH]c2c(ccc3ccccc32)c1=O,-1.3288191381900538
Nc1ccc(N)c2c1C(=O)c1c(N)ccc(N)c1C2=O,-0.7739914263518282
c1ccc(Nc2cc3ccccc3c3ccccc23)cc1,-2.8371814830982482
Nc1cc2ccccc2cc1N,-1.1774025019520944
c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,-3.1032456724839648
Nc1c(O)cc(S(=O)(=O)O)c2ccccc12,-1.037934710568198
Oc1cc2ccccc2cc1O,-1.361590101388393
Nc1cc2ccccc2cc1O,-1.3495840430903616
Nc1cccc2c1C(=O)c1ccccc1C2=O,-1.4283418543629027
O=C1c2ccccc2C(=O)c2cc(Br)ccc21,-2.0039900700864286
O=C1c2ccc(O)cc2C(=O)c2ccc(O)cc21,-1.2212088612775303
Nc1cccc2c1C(=O)c1cccc(N)c1C2=O,-1.0344906611490536
O=C(O)c1ccc2c(c1)C(=O)c1ccccc1C2=O,-1.2444211597321455
Oc1cc2c3cc(O)c(O)cc3c3cc(O)c(O)cc3c2cc1O,-1.925897551400335
O=C(O)c1cc2ccccc2c(N=Nc2c(O)cc(S(=O)(=O)O)c3ccccc23)c1O,-2.4060333332709485
O=C(O)c1cc(O)c2ccccc2c1O,-1.2765754685702722
O=C1c2cccc(Cl)c2C(=O)c2c(Cl)cccc21,-2.1755402718760655
Nc1ccc2c(c1)C(=O)c1ccc(N)cc1C2=O,-1.1838182322693613
O=C1C(=O)c2ccc(Br)cc2-c2cc(Br)ccc21,-2.262813720630993
O=C1C(=O)c2cc(Br)ccc2-c2ccc(Br)cc21,-2.114090829006394
CNc1ccc(NC)c2c1C(=O)c1ccccc1C2=O,-1.4867059122226953
Oc1ccc(O)c2ccccc12,-1.4922133377000717
CC(C)(C)c1ccc2c(c1)C(=O)c1ccccc1C2=O,-2.048117526210893
O=C1c2cccc(O)c2C(=O)c2cccc(O)c21,-1.0342459248032352
O=C1c2cccc(Cl)c2C(=O)c2cccc(Cl)c21,-1.9714687627997955
O=C1c2ccccc2C(=O)c2c1cccc2[N+](=O)[O-],-1.3501057876007356
O=C1C=CC(=O)c2c(O)c(Cl)c(Cl)c(O)c21,-1.5123047267405136
Nc1ccc(O)c2c1C(=O)c1ccccc1C2=O,-1.0815275635802895
O=C1c2ccccc2C(=O)c2cc(-c3ccccc3)ccc21,-2.277978304694296
O=C1c2ccccc2-c2ccc(Br)c3cccc1c23,-2.464879632502817
O=C1NC(=O)c2ccc3c4ccc5c6c(ccc(c7ccc1c2c73)c64)C(=O)NC5=O,-1.717012617194755
O=c1c(=O)c2cccc3ccc4cccc1c4c32,-1.4823399850474597
CNc1cccc2c1C(=O)c1ccccc1C2=O,-1.4424217889323243
O=C1c2ccccc2C(=O)c2c(F)ccc(F)c21,-1.6501424211208782
O=C(O)c1c(O)cc2ccccc2c1O,-1.2287385313282644
Cc1ccc(Nc2ccc(Nc3ccc(C)cc3)c3c2C(=O)c2ccccc2C3=O)cc1,-3.2302247530013553
Nc1c(O)ccc2ccccc12,-1.208758204138494
O=C1c2ccccc2C(=C2c3ccccc3C(=O)c3ccccc32)c2ccccc21,-2.7804770337596385
COc1cc2c3cc(OC)c(OC)cc3c3cc(OC)c(OC)cc3c2cc1OC,-2.509697734804673
O=C1c2ccccc2C(=O)c2c(Cl)ccc(Cl)c21,-1.959050876981852
O=C1c2ccccc2C(=O)c2cc(O)ccc21,-1.3261515503750163
Nc1cc2ccccc2c2ccccc12,-1.7790136159677692
O=C1C=CC(=O)c2c(O)ccc(O)c21,-0.5505165189026758
O=c1c2ccccc2c(=O)c2cc3c(=O)c4ccccc4c(=O)c3cc12,-1.6498046042834362
c1ccc2c(c1)=c1ccc3c4ccc5c6c(ccc(c7ccc=2c1c37)c64)=c1ccccc1=5,-3.6246949412462657
O=C1OC(=O)c2cc(Br)c3c4ccc5c6c(cc(Br)c(c7ccc1c2c73)c64)C(=O)OC5=O,-2.669408080690818
O=C1c2c(O)ccc([N+](=O)[O-])c2C(=O)c2c([N+](=O)[O-])ccc(O)c21,-1.1369347826609721
O=C1c2c(Cl)ccc(Cl)c2C(=O)c2c(Cl)ccc(Cl)c21,-2.3975077751042737
c1ccc2c(c1)c1ccccc1c1nccnc21,-1.9805582976524299
Oc1cc2ccccc2c(-c2c(O)c(O)cc3ccccc23)c1O,-2.126038893934109
O=C1c2ccccc2C(=O)c2c(Br)cccc21,-1.5555082514332927
c1ccc2cc3c4ccccc4c4ccccc4c3cc2c1,-3.216754074543808
O=Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,-2.6826937904406583
O=C1c2ccccc2C(=O)c2c1ccc(C(=O)O)c2[N+](=O)[O-],-1.2081559928263432
O=C1c2ccccc2C(=O)c2c(Nc3cccc4c3C(=O)c3ccccc3C4=O)cccc21,-2.3718576148088846
O=C1c2ccccc2-c2ccc3c4ccc5c6c(ccc(c7ccc1c2c73)c64)-c1ccccc1C5=O,-3.8729503021915876
CN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(C)C5=O,-1.9755125261649664
O=C(O)c1cc2c(cc1C(=O)O)C(=O)c1ccccc1C2=O,-0.9778904346377479
CC1(C)C(=O)NC2=C1C(=O)C(=O)c1ccccc12,-0.7472933606354216
Brc1ccc2c3cccc4c(Br)ccc(c5cccc1c52)c43,-3.564812029096175
CC(=O)Nc1ccc(O)c2c1C(=O)c1ccccc1C2=O,-1.2668449943644373
Nc1c(Br)cc(Br)c2c1C(=O)c1ccccc1C2=O,-1.6243326191222607
O=C(O)c1ccc2c3cccc4c(C(=O)O)ccc(c5cccc1c52)c43,-2.57640912193578
O=C1c2cccc([N+](=O)[O-])c2C(=O)c2c1cccc2[N+](=O)[O-],-1.4319650887841167
O=c1c2ccccc2c(=O)c2c1ccc1[nH]c3c(ccc4c(=O)c5ccccc5c(=O)c43)[nH]c12,-2.249326404107599
CC1=C(N)C(=O)c2ccccc2C1=O,-0.8446686972817076
N#Cc1c(C#N)c(O)c2ccccc2c1O,-1.5173403734043462
C=Cc1ccc2c(=C(C#N)C#N)c3ccccc3c(=C(C#N)C#N)c2c1,-1.6762467182611374
O=c1c2ccccc2c(=O)c2c1cc(Cl)c1[nH]c3c([nH]c12)c(Cl)cc1c(=O)c2ccccc2c(=O)c13,-2.768923083223314
O=C(O)c1ccc2c3ccc(C(=O)O)c4c(C(=O)O)ccc(c5ccc(C(=O)O)c1c25)c43,-2.5849862311161953
Oc1c2ccccc2cc2ccccc12,-1.9162197999246686
O=c1c2ccccc2c2nc3ccc4c(=O)c5ccccc5c5nc6ccc1c2c6c3c45,-2.6613672345506845
Sc1cc2c3cc(S)c(S)cc3c3cc(S)c(S)cc3c2cc1S,-3.1754134203292828
O=C1c2ccccc2C(=O)C1(O)O,-0.23574559401778605
O=C1c2ccccc2-c2ccccc21,-1.6555419975767254
CC1(C)c2ccccc2-c2ccccc21,-1.9185671021243065
CC1(C)c2ccccc2-c2ccc(B(O)O)cc21,-1.0450766213426155
O=C1c2cc(Br)ccc2-c2ccc(Br)cc21,-2.2176421995528326
Oc1ccc(C2(c3ccc(O)cc3)c3ccccc3-c3ccccc32)cc1,-2.5747717192364266
O=C1c2ccccc2-c2ccc(Br)cc21,-2.2855122294087833
OB(O)c1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1ccccc1-2,-1.8996092572119194
c1ccc2c(c1)-c1cccc3cccc-2c13,-2.287866961517152
ON=C1c2ccccc2-c2ccccc21,-1.6120660979959367
O=C(O)c1cccc2c1-c1ccccc1C2=O,-1.3945870294651495
Nc1ccc(C2(c3ccc(N)cc3)c3ccccc3-c3ccccc32)cc1,-2.677569606738007
NN=C1c2ccccc2-c2ccccc21,-1.3798911075065554
Nc1ccc(C2(c3ccc(N)c(F)c3)c3ccccc3-c3ccccc32)cc1F,-2.6981367416681343
O=C(O)C1(O)c2ccccc2-c2ccccc21,-1.2198428589811923
CC1(C)CC(C)(c2ccccc2)c2ccccc21,-2.423864671738988
FC(F)(F)[S+]1c2ccccc2Sc2ccccc21.O=S(=O)([O-])C(F)(F)F,-2.3352652532593097
O=C(F)c1ccc(-c2ccccc2)cc1,-1.941395055743809
O=S(=O)(Oc1ccccc1Br)C(F)(F)F,-1.476527211922964
c1ccc(-n2c(-c3cc(-c4nc5ccccc5n4-c4ccccc4)cc(-c4nc5ccccc5n4-c4ccccc4)c3)nc3ccccc32)cc1,-4.847711655616943
O=Cc1cc2c(s1)c1cc(C=O)sc1c1cc(C=O)sc21,-2.288428956442105
Ic1ccc(C(=C(c2ccc(I)cc2)c2ccc(I)cc2)c2ccc(I)cc2)cc1,-4.037630664329979
O=C(Nc1ccccc1-c1ccccc1)C(=O)Nc1ccccc1-c1ccccc1,-2.5499452896630643
O=Cc1ccc(-c2cc(-c3ccc(C=O)cc3)c(-c3ccc(C=O)cc3)cc2-c2ccc(C=O)cc2)cc1,-3.587746148640022
O=C(O)c1ccc(P(=O)(c2ccc(C(=O)O)cc2)c2ccc(C(=O)O)cc2)cc1,-1.2167456259572254
O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,-1.6206385625017858
CC(C)(O)C(=O)c1ccccc1,-1.0476149632159668
O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,-1.640346788902909
O=C1C=CC(=O)c2ccccc21,-1.063976281322606
ClC(c1ccccc1)(c1ccccc1)c1ccccc1,-2.6881311191017265
O=C1OC(=O)c2cc(-c3ccc4c(c3)C(=O)OC4=O)ccc21,-1.5810131973147283
COc1ccc(C(=O)c2ccccc2)c(O)c1,-1.2969508623501163
CC(C)(C)c1cc(O)ccc1O,-1.1765728154255755
Oc1ccccc1-c1ccccc1,-1.7964225455881377
COc1cccc(-c2cc(=O)c3ccccc3o2)c1N,-1.709060593956286
O=C1c2ccccc2C(=O)c2c1ccc(O)c2O,-1.0438628360094884
O=c1cc(-c2ccccc2)oc2ccccc12,-1.8139516616588514
O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,-1.6874171950596495
O=C1C(=O)c2ccccc2-c2ccccc21,-1.6364328807205593
O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,-1.427767292010994
O=Cc1c(O)ccc2ccccc12,-1.303859352785606
c1ccc(Nc2ccc3ccccc3c2)cc1,-2.475977310937234
O=C(O)c1cc(=O)c2ccccc2[nH]1,-0.9695851090544365
CC(C)(C)c1ccccc1,-1.6700154770143762
Brc1ccc(-c2ccccc2)cc1,-2.2194621395585328
COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1,-1.5104424793033266
O=C(c1ccccc1)c1ccc(O)cc1O,-1.2658730560579612
O=c1c2ccccc2oc2ccccc12,-1.4567702825442566
Nc1ccc(Cl)c(C(F)(F)F)c1,-1.7923750832633474
Nc1ccc(F)c(Cl)c1,-1.2560957004277034
CC(C)(Oc1ccc(Cl)cc1)C(=O)O,-1.6776524832399162
Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,-2.42287037810011
Nc1ccc(Cl)cc1C(=O)c1ccccc1Cl,-1.9916833191824013
OB(O)c1ccc(Cl)cc1F,-0.19009680205026966
O=C1Nc2ccc(F)cc2C1=O,-0.6081841352561297
Brc1ccc2[nH]ccc2c1,-1.712844842529632
Nc1ccc(Cl)cc1C(=O)c1ccccc1,-1.6314587692824707
O=C(O)c1cc2cc(Br)ccc2[nH]1,-1.5280802047753794
